id,admitted_major,admitted_school,location
5597,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5598,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5599,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5600,企业及金融服务法,新加坡国立大学,新加坡
5601,国际建筑业管理,南洋理工大学,新加坡
5602,国际建筑业管理,南洋理工大学,新加坡
5603,国际建筑业管理,南洋理工大学,新加坡
5604,国际建筑业管理,南洋理工大学,新加坡
5605,国际建筑业管理,南洋理工大学,新加坡
5606,国际建筑业管理,南洋理工大学,新加坡
5607,国际建筑业管理,南洋理工大学,新加坡
5608,国际建筑业管理,南洋理工大学,新加坡
5609,国际建筑业管理,南洋理工大学,新加坡
5610,国际建筑业管理,南洋理工大学,新加坡
5611,国际建筑业管理,南洋理工大学,新加坡
5612,国际建筑业管理,南洋理工大学,新加坡
5613,国际建筑业管理,南洋理工大学,新加坡
5614,国际建筑业管理,南洋理工大学,新加坡
5615,中国文化与语言,新加坡国立大学,新加坡
5616,中国文化与语言,新加坡国立大学,新加坡
5617,中国文化与语言,新加坡国立大学,新加坡
5618,中国文化与语言,新加坡国立大学,新加坡
5619,中国文化与语言,新加坡国立大学,新加坡
5620,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5621,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5622,教育学,南洋理工大学,新加坡
5623,中国文化与语言,新加坡国立大学,新加坡
5624,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5625,国际建筑业管理,南洋理工大学,新加坡
5626,国际建筑业管理,南洋理工大学,新加坡
5627,国际建筑业管理,南洋理工大学,新加坡
5628,国际建筑业管理,南洋理工大学,新加坡
5629,国际建筑业管理,南洋理工大学,新加坡
5630,海商法,新加坡国立大学,新加坡
5631,城市规划,新加坡国立大学,新加坡
5632,国际商法,新加坡国立大学,新加坡
5633,中国文化与语言,新加坡国立大学,新加坡
5634,中国文化与语言,新加坡国立大学,新加坡
5635,中国文化与语言,新加坡国立大学,新加坡
5636,对外汉语教学,南洋理工大学,新加坡
5637,对外汉语教学,南洋理工大学,新加坡
5638,应用语言学,南洋理工大学,新加坡
5639,中国文化与语言,新加坡国立大学,新加坡
5640,国际建筑业管理,南洋理工大学,新加坡
5641,国际政治经济,南洋理工大学,新加坡
5642,国际政治经济,南洋理工大学,新加坡
5643,国际建筑业管理,南洋理工大学,新加坡
5644,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5645,中国文化与语言,新加坡国立大学,新加坡
5646,中国文化与语言,新加坡国立大学,新加坡
5647,中国文化与语言,新加坡国立大学,新加坡
5648,对外汉语教学,南洋理工大学,新加坡
5649,应用地理信息系统,新加坡国立大学,新加坡
5650,大众传媒,南洋理工大学,新加坡
5651,中文研究,新加坡国立大学,新加坡
5652,中文研究,新加坡国立大学,新加坡
5653,城市设计,新加坡国立大学,新加坡
5654,园林设计,新加坡国立大学,新加坡
5655,国际政治经济,南洋理工大学,新加坡
5656,知识管理,南洋理工大学,新加坡
5657,管理经济学硕士,南洋理工大学,新加坡
5658,管理经济学硕士,南洋理工大学,新加坡
5659,管理经济学硕士,南洋理工大学,新加坡
5660,管理经济学硕士,南洋理工大学,新加坡
5661,管理经济学硕士,南洋理工大学,新加坡
5662,中国文化与语言,新加坡国立大学,新加坡
5663,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5664,应用语言学,南洋理工大学,新加坡
5665,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5666,城市规划,新加坡国立大学,新加坡
5667,国际政治经济,南洋理工大学,新加坡
5668,中文研究,新加坡国立大学,新加坡
5669,亚洲研究,南洋理工大学,新加坡
5670,对外汉语教学,南洋理工大学,新加坡
5671,国际建筑业管理,南洋理工大学,新加坡
5672,国际建筑业管理,南洋理工大学,新加坡
5673,国际建筑业管理,南洋理工大学,新加坡
5674,中国文化与语言,新加坡国立大学,新加坡
5675,中国文化与语言,新加坡国立大学,新加坡
5676,中国文化与语言,新加坡国立大学,新加坡
5677,对外汉语教学,南洋理工大学,新加坡
5678,应用语言学,南洋理工大学,新加坡
5679,对外汉语教学,南洋理工大学,新加坡
5680,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5681,英语语言和语言学,新加坡国立大学,新加坡
5682,国际政治经济,南洋理工大学,新加坡
5683,国际政治经济,南洋理工大学,新加坡
5684,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5685,中国文化与语言,新加坡国立大学,新加坡
5686,对外汉语教学,南洋理工大学,新加坡
5687,海商法,新加坡国立大学,新加坡
5688,对外汉语教学,南洋理工大学,新加坡
5689,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5690,管理经济学硕士,南洋理工大学,新加坡
5691,国际建筑业管理,南洋理工大学,新加坡
5692,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5693,管理经济学硕士,南洋理工大学,新加坡
5694,英语语言和语言学,新加坡国立大学,新加坡
5695,中文研究,新加坡国立大学,新加坡
5696,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5697,国际关系,南洋理工大学,新加坡
5698,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5699,对外汉语教学,南洋理工大学,新加坡
5700,对外汉语教学,南洋理工大学,新加坡
5701,对外汉语教学,南洋理工大学,新加坡
5702,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5703,中国文化与语言,新加坡国立大学,新加坡
5704,对外汉语教学,南洋理工大学,新加坡
5705,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5706,对外汉语教学,南洋理工大学,新加坡
5707,人文教育,南洋理工大学,新加坡
5708,中国与全球治理社会科学硕士,南洋理工大学,新加坡
5709,中国文化与语言,新加坡国立大学,新加坡
5710,城市设计,新加坡国立大学,新加坡
5711,国际政治经济,南洋理工大学,新加坡
5712,亚洲研究,南洋理工大学,新加坡
5713,应用语言学,南洋理工大学,新加坡
5714,国际政治经济,南洋理工大学,新加坡
5715,中国文化与语言,新加坡国立大学,新加坡
5716,园林设计,新加坡国立大学,新加坡
5717,应用金融学,澳大利亚国立大学,澳大利亚
5718,商学,悉尼大学,澳大利亚
5719,金融学,澳大利亚国立大学,澳大利亚
5720,物流与供应链管理,悉尼大学,澳大利亚
5721,商学,悉尼大学,澳大利亚
5722,专业会计,悉尼大学,澳大利亚
5723,专业会计,新南威尔士大学,澳大利亚
5724,银行与金融学,莫纳什大学,澳大利亚
5725,国际商务,悉尼大学,澳大利亚
5726,财务管理,澳大利亚国立大学,澳大利亚
5727,商业信息系统,澳大利亚国立大学,澳大利亚
5728,金融学,澳大利亚国立大学,澳大利亚
5729,专业会计,悉尼大学,澳大利亚
5730,金融学,澳大利亚国立大学,澳大利亚
5731,应用经济学,澳大利亚国立大学,澳大利亚
5732,葡萄酒业务,阿德莱德大学,澳大利亚
5733,金融学,澳大利亚国立大学,澳大利亚
5734,专业会计,悉尼大学,澳大利亚
5735,经济学,悉尼大学,澳大利亚
5736,经济学（1.5年）,昆士兰大学,澳大利亚
5737,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5738,经济学,悉尼大学,澳大利亚
5739,金融学,新南威尔士大学,澳大利亚
5740,旅游、酒店与会展管理,昆士兰大学,澳大利亚
5741,项目管理,澳大利亚国立大学,澳大利亚
5742,商学,悉尼大学,澳大利亚
5743,应用金融学,澳大利亚国立大学,澳大利亚
5744,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5745,商学,悉尼大学,澳大利亚
5746,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5747,金融数学,昆士兰大学,澳大利亚
5748,商学,悉尼大学,澳大利亚
5749,财务管理,澳大利亚国立大学,澳大利亚
5750,银行与金融学,莫纳什大学,澳大利亚
5751,商学,悉尼大学,澳大利亚
5752,应用金融学,澳大利亚国立大学,澳大利亚
5753,商学,悉尼大学,澳大利亚
5754,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5755,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5756,商业,昆士兰大学,澳大利亚
5757,经济学,悉尼大学,澳大利亚
5758,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5759,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5760,经济学,悉尼大学,澳大利亚
5761,商学,悉尼大学,澳大利亚
5762,金融数学,莫纳什大学,澳大利亚
5763,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5764,物流与供应链管理,悉尼大学,澳大利亚
5765,商学,悉尼大学,澳大利亚
5766,专业会计,悉尼大学,澳大利亚
5767,银行与金融学,莫纳什大学,澳大利亚
5768,国际经济与金融,昆士兰大学,澳大利亚
5769,专业会计（延伸课程）,新南威尔士大学,澳大利亚
5770,商学,悉尼大学,澳大利亚
5771,商学,悉尼大学,澳大利亚
5772,商学,悉尼大学,澳大利亚
5773,商学,悉尼大学,澳大利亚
5774,国际商务,阿德莱德大学,澳大利亚
5775,物流与供应链管理,悉尼大学,澳大利亚
5776,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5777,商学,悉尼大学,澳大利亚
5778,国际商务,新南威尔士大学,澳大利亚
5779,管理学（市场营销）,墨尔本大学,澳大利亚
5780,商学,悉尼大学,澳大利亚
5781,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5782,商业分析,墨尔本大学,澳大利亚
5783,商学,昆士兰大学,澳大利亚
5784,商学（银行业/商业分析/商业战略/经济与金融/企业系统与商业设计/金融/全球可持续性与社会企业/人力资源管理/创新与创业/国际商务/管理会计/市场营销/组织与管理研究/风险管理）,新南威尔士大学,澳大利亚
5785,商学,悉尼大学,澳大利亚
5786,专业会计,新南威尔士大学,澳大利亚
5787,专业会计,悉尼大学,澳大利亚
5788,专业会计,澳大利亚国立大学,澳大利亚
5789,应用经济学,澳大利亚国立大学,澳大利亚
5790,应用金融学,澳大利亚国立大学,澳大利亚
5791,金融学,澳大利亚国立大学,澳大利亚
5792,专业会计,悉尼大学,澳大利亚
5793,会计学,澳大利亚国立大学,澳大利亚
5794,专业会计,莫纳什大学,澳大利亚
5795,专业会计,新南威尔士大学,澳大利亚
5796,专业会计,悉尼大学,澳大利亚
